id,hotel_name,data
VILLAGE_220,VILLAGE,"{""id"":""220"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":220,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":false,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_221,VILLAGE,"{""id"":""221"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":221,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":1,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Um lado"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_222,VILLAGE,"{""id"":""222"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":222,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_223,VILLAGE,"{""id"":""223"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Nova"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Novo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Cinza"",""mattressStatus"":""Novo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":223,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_224,VILLAGE,"{""id"":""224"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Cinza"",""baseStatus"":""Nova"",""skirtColor"":""Verde"",""mattressStatus"":""Novo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressStatus"":""Novo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":224,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":"""",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_225,VILLAGE,"{""id"":""225"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Samsung"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":225,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":"""",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":3,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_226,VILLAGE,"{""id"":""226"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":226,""temCortina"":false,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":"""",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":"""",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_227,VILLAGE,"{""id"":""227"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Smart Roku"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":227,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":3,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_228,VILLAGE,"{""id"":""228"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Casal"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":228,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Manchado"",""suporteShampooStatus"":""""}"
VILLAGE_229,VILLAGE,"{""id"":""229"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":229,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_230,VILLAGE,"{""id"":""230"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Amarela"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Granito"",""temCofre"":false,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":230,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":3,""luminariaColor"":""Branco"",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_231,VILLAGE,"{""id"":""231"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Rosa"",""mattressStatus"":""Novo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Granito"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":231,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_232,VILLAGE,"{""id"":""232"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Philco"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":"""",""roomNumber"":232,""temCortina"":true,""cortinaSize"":"""",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":"""",""cabideQuantity"":4,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Um lado"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_233,VILLAGE,"{""id"":""233"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Verde"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":200,""acBrand"":""Midea"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Reparo urgente"",""roomNumber"":233,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Reformado"",""moveisStatus"":""Danificado"",""cortinaStatus"":""Nova"",""luminariaType"":""Quadrado"",""banheiroStatus"":"""",""cabideQuantity"":3,""luminariaColor"":""Branco"",""moveisDetalhes"":[""Guarda Roupa""],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_300,VILLAGE,"{""id"":""300"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""}],""floor"":300,""acBrand"":""LG"",""defects"":[],""tvBrand"":""Toshiba"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":300,""temCortina"":true,""cortinaSize"":""Boa "",""banheiroType"":""Reformado"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Vidro"",""banheiroStatus"":"""",""cabideQuantity"":3,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Bom estado""}"
VILLAGE_301,VILLAGE,"{""id"":""301"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Cinza"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressColor"":""Bege"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":300,""acBrand"":""LG"",""defects"":[{""id"":""300-301-1774815823074"",""data"":"""",""fileName"":""17748158135396636170901382733950.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774815823074,""description"":""Avaria fotografada""},{""id"":""300-301-1774815828717"",""data"":"""",""fileName"":""17748158236101799164573091204064.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774815828717,""description"":""Avaria fotografada""}],""tvBrand"":""Samsung"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":301,""temCortina"":true,""cortinaSize"":""Boa"",""banheiroType"":""Antigo"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":""Tolerável"",""cabideQuantity"":2,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Um lado"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":false,""temSuporteShampoo"":true,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""Enferrujado""}"
VILLAGE_302,VILLAGE,"{""id"":""302"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseStatus"":""Nova"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":true,""baseStatus"":""Nova"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":true,""baseStatus"":""Nova"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""}],""floor"":300,""acBrand"":""LG"",""defects"":[{""id"":""300-302-1774815547094"",""data"":"""",""fileName"":""17748155374477826422163577310942.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774815547094,""description"":""Avaria fotografada""}],""tvBrand"":""Smart Roku"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":302,""temCortina"":true,""cortinaSize"":""240x180"",""banheiroType"":""Antigo"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Vidro"",""banheiroStatus"":""Reparo urgente"",""cabideQuantity"":3,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Um lado"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_303,VILLAGE,"{""id"":""303"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":""LG"",""defects"":[{""id"":""300-303-1774815247338"",""data"":"""",""fileName"":""1774815239858385184693834203315.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774815247338,""description"":""Avaria fotografada""}],""tvBrand"":""Smart Roku"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Tolerável"",""roomNumber"":303,""temCortina"":true,""cortinaSize"":""Boa"",""banheiroType"":""Antigo"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":""Reparo urgente"",""cabideQuantity"":3,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_304,VILLAGE,"{""id"":""304"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":"""",""defects"":[],""tvBrand"":"""",""pisoType"":"""",""temCofre"":false,""temCabide"":false,""pisoStatus"":"""",""roomNumber"":304,""temCortina"":false,""cortinaSize"":"""",""banheiroType"":"""",""moveisStatus"":""Danificado"",""cortinaStatus"":"""",""luminariaType"":"""",""banheiroStatus"":"""",""cabideQuantity"":0,""luminariaColor"":"""",""moveisDetalhes"":[""Guarda Roupa""],""cortinaCoverage"":"""",""temEspelhoCorpo"":false,""temSuportePapel"":false,""temPortaControle"":false,""temSuporteShampoo"":false,""espelhoCorpoStatus"":"""",""suporteShampooStatus"":""""}"
VILLAGE_305,VILLAGE,"{""id"":""305"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":"""",""defects"":[],""tvBrand"":"""",""pisoType"":"""",""temCofre"":false,""temCabide"":false,""pisoStatus"":"""",""roomNumber"":305,""temCortina"":false,""cortinaSize"":"""",""banheiroType"":"""",""moveisStatus"":""Danificado"",""cortinaStatus"":"""",""luminariaType"":"""",""banheiroStatus"":"""",""cabideQuantity"":0,""luminariaColor"":"""",""moveisDetalhes"":[""Guarda Roupa""],""cortinaCoverage"":"""",""temEspelhoCorpo"":false,""temSuportePapel"":false,""temPortaControle"":false,""temSuporteShampoo"":false,""espelhoCorpoStatus"":"""",""suporteShampooStatus"":""""}"
VILLAGE_306,VILLAGE,"{""id"":""306"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":""LG"",""defects"":[{""id"":""300-306-1774814457886"",""data"":"""",""fileName"":""17748144515756933852606866998113.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774814457887,""description"":""Avaria fotografada""}],""tvBrand"":""Toshiba"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Tolerável"",""roomNumber"":306,""temCortina"":true,""cortinaSize"":""212x180"",""banheiroType"":""Antigo"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Nova"",""luminariaType"":""Arandela"",""banheiroStatus"":""Tolerável"",""cabideQuantity"":3,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":true,""temPortaControle"":false,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_307,VILLAGE,"{""id"":""307"",""beds"":[{""type"":""Casal"",""hasSkirt"":true,""baseColor"":""Preta fosca"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Bege"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Beje"",""baseStatus"":""Antiga"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":""LG"",""defects"":[],""tvBrand"":""Smart Roku"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Bom estado"",""roomNumber"":307,""temCortina"":true,""cortinaSize"":""otima"",""banheiroType"":""Antigo"",""moveisStatus"":""Danificado"",""cortinaStatus"":""Antiga"",""luminariaType"":""Vidro"",""banheiroStatus"":""Tolerável"",""cabideQuantity"":2,""luminariaColor"":"""",""moveisDetalhes"":[""Guarda Roupa""],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":false,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
VILLAGE_308,VILLAGE,"{""id"":""308"",""beds"":[{""type"":""Casal"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""skirtColor"":""Cinza"",""mattressColor"":""Rosa"",""mattressStatus"":""Antigo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseColor"":""Rosa"",""baseStatus"":""Antiga"",""mattressColor"":""Cinza"",""mattressStatus"":""Novo""},{""type"":""Solteiro"",""hasSkirt"":false,""baseStatus"":""Nova"",""mattressStatus"":""Novo""}],""floor"":300,""acBrand"":""LG"",""defects"":[{""id"":""300-308-1774814158795"",""data"":"""",""fileName"":""17748141470742221253565083329215.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774814158795,""description"":""Avaria fotografada""},{""id"":""300-308-1774814166311"",""data"":"""",""fileName"":""17748141596155861266606456776522.jpg"",""fileType"":""image/jpeg"",""driveLink"":""error: Exception: Argumento inválido"",""timestamp"":1774814166311,""description"":""Avaria fotografada""}],""tvBrand"":""Smart Roku"",""pisoType"":""Madeira"",""temCofre"":true,""temCabide"":true,""pisoStatus"":""Tolerável"",""roomNumber"":308,""temCortina"":true,""cortinaSize"":""boa"",""banheiroType"":""Antigo"",""moveisStatus"":""Bom estado"",""cortinaStatus"":""Antiga"",""luminariaType"":""Vidro"",""banheiroStatus"":""Reparo urgente"",""cabideQuantity"":3,""luminariaColor"":"""",""moveisDetalhes"":[],""cortinaCoverage"":""Dois lados"",""temEspelhoCorpo"":true,""temSuportePapel"":false,""temPortaControle"":true,""temSuporteShampoo"":false,""espelhoCorpoStatus"":""Bom estado"",""suporteShampooStatus"":""""}"
