Apto	Andar	PisoT	PisoS	BanhT	BanhS	Cofre	Cortina	CortinaS	CortinaM	CortinaC	Espelho	EspelhoS	AC	MoveisS	MoveisD	Camas	PortaCont	Cabide	CabideQ	SuportPap	SuportSham	SuportShamS	LuminType	LuminColor	TV	Avarias
430	400	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Não		Vidro		Toshiba	
431	400	Madeira	Tolerável	Antigo	Tolerável	Não	Sim	Nova	Bom	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não		Vidro		Smart Roku	
432	400	Madeira	Reparo urgente	Antigo	Reparo urgente	Sim	Sim	Nova	Curta	Dois lados	Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Não		Vidro		Smart Roku	Avaria fotografada; Avaria fotografada
433	400	Granito	Bom estado	Reformado		Não	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Sim	Bom estado	Quadrado	Branco	Philco	
434	400	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Antiga		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Vidro		Smart Roku	Avaria fotografada; Avaria fotografada
500	500	Granito	Bom estado	Antigo	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"		Não					Quadrado	Preto	Toshiba	
501	500	Granito	Bom estado	Antigo	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4				Quadrado	Preto	Samsung	
502	500	Granito	Bom estado	Antigo	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Danificado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4				Quadrado	Preto	Toshiba	
503	500	Granito		Antigo	Reparo urgente		Não				Sim	Bom estado	Gree	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Toshiba	
504	500	Granito		Antigo	Reparo urgente	Sim					Sim	Bom estado	Gree	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"		Sim	3				Quadrado	Preto	Philco	"Porta do banheiro.
Teto do banheiro com sujeira.; Avaria fotografada"
505	500	Granito		Antigo		Sim					Sim		Gree	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Philco	
506	500	Madeira		Antigo	Reparo urgente	Sim					Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2				Quadrado	Preto	Toshiba	
507	500	Madeira		Antigo	Reparo urgente	Sim	Sim	Nova		Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Toshiba	
508	500	Granito		Antigo	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Samsung	
509	500	Granito		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	LG	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2				Vidro		Toshiba	
510	500	Granito		Antigo	Reparo urgente	Não	Sim	Nova		Um lado	Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Toshiba	
511	500	Granito		Antigo	Reparo urgente	Sim					Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4				Quadrado	Branco	Toshiba	
512	500	Granito		Antigo	Reparo urgente	Sim	Sim	Nova		Um lado	Sim		LG	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Toshiba	Avaria fotografada
513	500	Granito		Reformado			Sim	Nova		Dois lados	Sim	Bom estado	LG	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2				Quadrado	Branco	Toshiba	Avaria fotografada
514	500	Granito		Antigo	Reparo urgente	Sim	Sim	Antiga		Dois lados	Sim	Bom estado	LG	Danificado	"[""Criado mudo"", ""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	1				Quadrado	Branco	Philco	Avaria fotografada
515	500	Granito		Antigo	Reparo urgente		Sim	Nova		Dois lados	Sim		LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Philco	Avaria fotografada; Avaria fotografada
516	500	Granito		Antigo	Reparo urgente	Sim	Sim	Antiga		Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Philco	Torneira vazando
518	500	Granito		Reformado		Sim					Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Samsung	
519	500	Granito	Bom estado	Antigo	Tolerável	Não	Sim	Antiga		Um lado	Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Vidro		Smart Roku	Avaria fotografada
520	500	Granito		Antigo	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Sim						Quadrado	Branco	Toshiba	Avaria fotografada
521	500	Granito	Bom estado	Antigo	Tolerável	Sim	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Não		Vidro		Smart Roku	
522	500	Granito		Reformado		Sim					Sim	Danificado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"		Sim	4				Vidro		Toshiba	Avaria fotografada
523	500	Granito		Reformado			Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	1				Vidro	Branco	Toshiba	Avaria fotografada
524	500	Granito	Bom estado	Antigo	Tolerável	Sim	Sim	Nova	240x180	Dois lados	Sim	Manchado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Não		Quadrado	Branco	Toshiba	
525	500	Granito		Antigo		Sim					Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa"", ""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Samsung	Avaria fotografada
526	500	Granito		Antigo	Reparo urgente	Sim					Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Preto	Samsung	Avaria fotografada
528	500	Madeira		Antigo		Sim					Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2				Quadrado	Preto	Philco	Avaria fotografada
529	500	Madeira		Antigo	Reparo urgente						Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Vidro		Toshiba	Avaria fotografada
530	500	Granito		Antigo	Reparo urgente	Sim					Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3				Quadrado	Branco	Toshiba	Avaria fotografada
531	500	Granito		Antigo	Reparo urgente	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"		Sim	2				Quadrado	Branco	Toshiba	
532	500	Granito		Antigo	Reparo urgente						Sim	Danificado	Gree	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2				Vidro	Branco	Toshiba	Avaria fotografada
533	500	Granito		Antigo	Reparo urgente	Sim					Sim	Danificado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim						Quadrado	Branco	Toshiba	Avaria fotografada
534	500	Granito		Antigo	Reparo urgente	Sim					Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	5				Quadrado	Branco	Toshiba	Avaria fotografada
600	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	Curta 	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	1	Sim	Não		Quadrado	Branco	Philco	
602	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Não	0	Sim	Não		Quadrado	Branco	Philco	
603	600	Madeira	Bom estado	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Preto	Philco	
604	600	Granito	Bom estado	Reformado		Sim	Sim	Nova			Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Não	Não		Quadrado	Branco	Toshiba	
608	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	1,8 curta	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	1	Não	Não		Quadrado	Preto	Samsung	
609	600	Madeira		Antigo	Reparo urgente	Sim					Sim	Manchado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3				Vidro		Toshiba	
610	600	Madeira	Reparo urgente	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não		Quadrado	Preto	Philco	
611	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Philco	
