Apto	Andar	PisoT	PisoS	BanhT	BanhS	Cofre	Cortina	CortinaS	CortinaM	CortinaC	Espelho	EspelhoS	AC	MoveisS	MoveisD	Camas	PortaCont	Cabide	CabideQ	SuportPap	SuportSham	SuportShamS	LuminType	LuminColor	TV	Avarias
612	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Philco	
613	600	Madeira	Bom estado	Antigo	Tolerável	Sim	Sim	Nova	Grande		Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Não		Quadrado	Preto	Philco	
614	600	Granito	Bom estado	Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Não		Quadrado	Preto	Samsung	
615	600	Granito	Bom estado	Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Quadrado	Preto	Philco	
616	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Não	0	Sim	Não		Quadrado	Preto	Philco	
617	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Não		Quadrado	Preto	Samsung	
618	600	Granito	Bom estado	Reformado		Sim	Sim	Antiga		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Não	Não		Quadrado	Branco	Samsung	
619	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	Curta	Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Não	0	Sim	Não		Quadrado	Preto	Philco	
624	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	Curta 	Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Samsung	
625	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Não		Quadrado	Branco	Samsung	
626	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Não		Quadrado	Branco	Samsung	
627	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Preto	Samsung	
628	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Não				Sim	Manchado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	1	Não	Não		Quadrado	Branco	Samsung	
629	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	Curta	Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	4	Sim	Não		Quadrado	Branco	Toshiba	
630	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Samsung	
631	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	1	Sim	Não		Quadrado	Branco	Samsung	
632	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Não	0	Sim	Não		Quadrado	Branco	Philco	
633	600	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	Curta 	Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Não		Quadrado	Branco	Samsung	
634	600	Madeira	Bom estado	Antigo	Reparo urgente	Sim	Não				Sim	Bom estado	Midea	Danificado	"[""Cômoda""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Quadrado	Branco	Samsung	Avaria fotografada
700	700	Madeira	Tolerável	Reformado		Sim	Sim	Nova	Tamanho ideal 	Dois lados	Sim	Bom estado	Grey	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Não	0	Não	Não		Quadrado	Branco	Toshiba	
701	700	Granito	Bom estado	Reformado		Sim	Sim	Nova	Tamanho ideal 	Dois lados	Sim	Manchado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Não	0	Sim	Não		Quadrado	Branco	Philco	
702	700	Granito	Bom estado	Reformado		Sim	Sim	Nova	2,12	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Não	0	Sim	Não		Quadrado	Branco	Philco	
703	700	Granito	Bom estado	Reformado		Sim	Sim	Nova	2,12	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Não	0	Sim	Não		Quadrado	Branco	Philco	
710	700	Madeira		Reformado		Não	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Sim	Bom estado	Arandela		Philco	
713	700	Madeira		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Arandela		Samsung	
714	700	Madeira		Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Arandela		Samsung	
715	700	Madeira		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Sim	Bom estado	Arandela		Philco	
716	700	Granito		Antigo	Tolerável	Sim	Sim	Nova		Um lado	Sim	Manchado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Sim	Bom estado	Arandela		Philco	
717	700	Madeira		Antigo	Tolerável	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Sim		Arandela		Samsung	
718	700	Madeira		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Não		Arandela		Philco	
719	700	Madeira		Reformado	Tolerável	Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Sim	Bom estado	Arandela		Philco	
720	700	Madeira		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Não		Arandela		Philco	
721	700	Madeira		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Arandela		Samsung	
722	700	Madeira		Antigo	Tolerável	Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Sim	Sim	Bom estado	Arandela		Samsung	
723	700	Madeira		Antigo		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Branca"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Sim	Bom estado	Arandela		Philco	
724	700	Madeira		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Arandela		Samsung	
725	700	Madeira		Reformado		Sim	Sim			Um lado	Não		Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Arandela		Samsung	
726	700	Madeira	Tolerável	Antigo		Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Arandela		Toshiba	
727	700	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Antiga		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	1	Sim	Sim	Bom estado	Arandela		Samsung	
